101,102
1001,
1002,
1003,
2001,杨戬并没有单身一辈子，据说哮天犬是条母狗……
2002,哪吒的风火轮被李靖改造成了马车轮子……
2003,金吒喜欢拿遁龙柱烤龙肉吃……
2004,妲己从副本获得了一个玲珑配，整天把玩，竟让它越变越小了……
2005,太上老君吃了几颗仙丹，竟升阶到了御空，直接秒掉了他师弟……
4001,地仙台
4002,天仙阁
4003,金仙阙
4011,遇见玩家
4012,遇到BOSS
4013,商品打折
4014,超级宝箱
4101,天兵
4102,天将
4103,天王
4111,"""1.每日可领取15元宝、20000铜钱（每日凌晨以邮箱发送);\n2.挂机获得的金币、主角经验产量提高10%;\n3.每日额外购买3次BOSS挑战次数;\4.每日可重置2次精英副本；\n5.竞技场挑战冷却降低为3分钟;\n6.每日可额外购买2次竞技场挑战次数;\n7.每日可快速战斗4次;\n8.可获得[8A2BE2]地仙专属礼包[-]。"""
4112,"""1.每日可领取25元宝、50000铜钱（每日凌晨以邮箱发送);\n2.挂机获得的金币产量提高20%;\n3.商城道具8折购买;\n4.每日额外购买4次BOSS挑战次数;\n5.每日可重置3次精英副本；\n6.竞技场挑战冷却降低为1分钟;\n7.每日可额外购买5次竞技场挑战次数;\n8.每日可快速战斗5次;\n9.可获得[8A2BE2]天仙专属礼包[-]。"""
4113,"""1.每日可领取45元宝、100000铜钱（每日凌晨以邮箱发送);\n2.挂机获得的金币、主角经验产量提高30%;\n3.商城道具8折购买;\n4.每日额外购买5次BOSS挑战次数;\n5.每日可重置4次精英副本；\n6.竞技场挑战无冷却时间;\n7.每日可额外购买10次竞技场挑战次数;\n8.每日可快速战斗6次;\n9.可获得[8A2BE2]金仙专属礼包[-]。"""
5001,陈塘关
5002,东海龙宫
5003,燕山
5004,潼关
5005,绝龙岭
5006,昆仑仙山
5007,西岐
5008,金鸡岭
5009,朝歌
5010,封神台
5011,蓬莱仙岛
5012,碧游宫
5201,街坊说李三公子是个妖怪，但是看他面目清秀虎背熊腰的样子不像啊
5202,听说了吗？东海海底有个水晶宫，里面有龙！
5203,传说此山盛产奇花异草以及妖怪
5204,听说守将是个高人，善使飞镖
5205,太师此生之劫将落于此处
5206,披毛带甲、湿生卵化之辈入不得我门
5207,听说城外河边有个天天钓鱼的老头，但一条鱼都没钓起来过
5208,落坡的凤凰不如鸡
5209,酒池肉林天上人间什么的
5210,外面的人想进去，里面的人想出来
5211,在这不是个真仙，出门都不好意思跟人打招呼
5212,我们的办学宗旨是：有教无类，永不放弃
5301,远古妖城
5302,深海仙宫
5303,林间迷阵
5304,五行秘境
5305,天眷之地
5306,幻灵卷宗
5307,凌天剑冢
5308,先天灵根
5309,洞天福地
5310,龙影幻境
5311,巫妖战场
5312,试炼之地
5401,上古之时，妖族鼎盛，世间遍布妖族城池。自巫妖大战之后，妖族没落，战火过处，城池百不存一。即便是真仙一级的人物，见过妖城的也只是少数。而在此处却遍布妖城，想来必有一番机遇。
5402,未知仙人遗留下的洞府，不知多少年过去了，依然有无形的力量将海水排开，无数似幻似真的的宫殿林立在干燥的海底上，若能破解防护阵法，想必无数奇珍异宝将唾手可得。
5403,迷雾深林，每逢月圆之夜迷雾散去，就会显露出密林中一片片怪石嶙峋的空地。但凡有人入得石阵，都会觉得昏天地暗不知去路，有些会晕头转向的出现在山脚下，而有些却会消失的无影无踪。
5404,神奇秘境，暗合天干阴阳五行，身处其中之时五行之气不断侵润周身，生克之道生生不息，修为也因此飞速增长。但也正因五行之气异常浓郁，催生了无数妖物，在五行晶核的催动之下，不知疲倦的袭击秘境内一切会动的事物。
5405,浮在空中的岛屿，无序的漂游在世界上，其上奇花异草无数，远古异兽也屡见其踪，凡是上得浮岛的人，终究会有大收获，于是此岛被称为天眷之地。但自从某位大能在此岛上布下隐匿阵法之后，非大机缘之人不可得门而入。
5406,书卷幻境，每卷自成一世界，走过一卷便得一世阅历，破解一卷便得一世修行，若无法得门而出，则将永远迷失在这幻灵卷宗之内
5407,上承混沌，下接六合，剑气纵横，横扫八荒，英雄落寞，神兵藏影，化名幻形，以待有缘
5408,镜像之地，幻化万千传说之物，为首者便是这十大先天灵根。每种都有本体的一丝气息萦绕其上，若能得之，亦是莫大机缘
5409,洞天福地者，处大地名山之间，乃上天遣群仙统治之所
5410,洪荒古阵，似幻似真，龙之九子，借阵化形，青龙坐镇，睥睨古今
5411,上古巫妖大战，导致天翻地覆，虽在如今这已是传说，但在梦回之时或可见识一下上古神人们的风采
5412,北斗九星各成一境，每过一境修为便涨一成，越过北极则身化星辰，羽化登仙
6001,陈塘关1
6002,陈塘关2
6003,陈塘关3
6004,陈塘关4
6005,陈塘关5
6006,陈塘关6
6007,陈塘关7
6008,陈塘关8
6009,陈塘关9
6010,陈塘关10
6011,东海龙宫1
6012,东海龙宫2
6013,东海龙宫3
6014,东海龙宫4
6015,东海龙宫5
6016,东海龙宫6
6017,东海龙宫7
6018,东海龙宫8
6019,东海龙宫9
6020,东海龙宫10
6021,燕山1
6022,燕山2
6023,燕山3
6024,燕山4
6025,燕山5
6026,燕山6
6027,燕山7
6028,燕山8
6029,燕山9
6030,燕山10
7001,陈塘关1
7002,陈塘关2
7003,陈塘关3
7004,陈塘关4
7005,陈塘关5
7006,陈塘关6
7007,陈塘关7
7008,陈塘关8
7009,陈塘关9
7010,陈塘关10
7011,东海龙宫1
7012,东海龙宫2
7013,东海龙宫3
7014,东海龙宫4
7015,东海龙宫5
7016,东海龙宫6
7017,东海龙宫7
7018,东海龙宫8
7019,东海龙宫9
7020,东海龙宫10
7021,燕山1
7022,燕山2
7023,燕山3
7024,燕山4
7025,燕山5
7026,燕山6
7027,燕山7
7028,燕山8
7029,燕山9
7030,燕山10
8001,角色已经初始化
8002,相关配置未找到
8003,相关配置非法
8004,传输数据非法
8005,人物等级不足
8006,所需物品不足
8007,玩家资源不足
8008,找不到指定英雄
8009,用于强化的英雄个数不足
8010,被强化的英雄在强化素材列表中
8011,用于强化的英雄不在背包中
8012,用于强化的英雄列表中有重复.
8013,非法的英雄阵型位置
8014,指定位置无英雄
8015,背包中英雄UID重复
8016,被强化的英雄已经是最高等级
8017,英雄进阶时等级不足
8018,英雄已是最高阶数
8019,英雄进阶所需物品不足
8020,不能移除阵型上的最后一个英雄
8021,引导英雄不能强化
8022,引导英雄不能进化
8023,英雄卡牌的数量已达上限
8024,非法的装备位置
8025,上阵英雄个数超出上限
8026,战斗位不能只剩引导英雄
8027,战斗位没有英雄，不能装备
8028,战斗位没有英雄，不能移动
8029,培养已达到最大值
8030,淬练次数不够
8031,找不到使用的物品
8032,该物品无法使用
8033,人物等级不足，无法使用该物品
8034,背包容量不足
8035,该物品无法合成
8036,该物品无法出售
8037,宝石无法直接使用
8038,已拥有双倍充值效果，无法使用
8039,vip经验已累积至上限
8040,双倍充值效果不能批量使用
8041,非法的征收方式
8042,征收次数超出上限
8043,非法的战斗对手
8044,没有足够的战斗单位
8045,关卡ID不合法
8046,援助位错误
8047,该关卡还不能自动战斗
8048,超出可召唤时间
8049,挑战该精英难度关卡的次数已超出上限
8050,精英难度不能挂机
8051,挑战次数足够，不需要购买次数
8052,挑战次数不足
8053,不满足领取三星宝箱的条件
8054,已领取三星宝箱
8055,关卡没有开放
8056,关卡无人挂机
8057,关卡此角色挂机
8058,PK时间保护中
8059,挂机间隔时间短
8060,背包中装备UID重复
8061,非法的装备位置
8062,人物等级不足，无法装备
8063,装备职业不符
8064,找不到指定装备
8065,用于强化的装备个数不足
8066,被强化的装备在强化素材列表中
8067,用于强化的装备不在背包中
8068,用于强化的装备中有重复
8069,装备卡牌的数量已达上限
8070,被强化的装备已经是最高等级
8071,此装备不能进阶
8072,装备等级不足
8073,没有选择洗练的属性
8074,需要洗练的属性为空
8075,商品不可购买
8076,商品未找到
8077,购买失败
8078,超出购买上限
8079,超出一次购买上限
8080,超出购买时限
8081,淘宝商店的组别错误
8082,科技建筑物等级不够
8083,所升级的科技尚未开放
8084,可以已达最大等级
8085,找不到指定邮件
8086,领取邮件奖励错误
8087,该邮件已领取
8088,背包容量不足
8089,不能删除未领取的邮件
8090,创建角色错误
8091,姓名内含屏蔽词
8092,邀请码不存在
8093,与自己进行好友操作
8094,删除对象不是好友
8095,申请对象已是好友
8096,重复申请
8097,回复时找不到好友申请
8098,好友数量已达上限
8099,找不到指定玩家
8100,竞技场奖励已经领取
8101,竞技场未冷却，且钻石不足
8102,找不到要挑战的玩家
8103,竞技场挑战次数不足
8104,竞技场挑战次数已满，不需要增加
8105,vip等级不足，无法购买次数
8106,新玩家，第二天才能领取竞技场排名奖励
8107,聊天内容过长
8108,非法的排名类型
8109,购买行动力次数超出上限
8110,购买精力次数超出上限
8111,VIP等级不足
8112,今天已签到
8113,时间奖励已全部领取
8114,时间奖励还不能领取
8115,宝石不足
8116,不能装备相同类型的宝石
8117,扭蛋重置错误
8118,该扭蛋当前未开放
8119,剩余扭蛋次数不足
8120,引导英雄不能出售
8121,英雄出售列表中有重复项
8122,装备出售列表中有重复项
8301,职业干将
8302,专业捆人
8303,职业奶妈
8304,资深操人
8305,就是耐操
8401,站着捅快
8402,抖S技能已点满
8403,36E
8404,人生看淡不服就干
8405,抖M技能已点满
8501,筑基
8502,开光
8503,融合
8504,心动
8505,金丹
8506,元婴
8507,出窍
8508,分神
8509,合体
8510,洞虚
8511,大乘
8512,渡劫
10001,历练-北海1
10002,历练-北海2
10003,历练-北海3
10004,历练-北海4
10005,历练-北海5
10006,历练-北海6
10007,历练-北海7
10008,历练-北海8
10009,历练-北海9
10010,历练-北海10
10011,历练-雷鸣泽1
10012,历练-雷鸣泽2
10013,历练-雷鸣泽3
10014,历练-雷鸣泽4
10015,历练-雷鸣泽5
10016,历练-雷鸣泽6
10017,历练-雷鸣泽7
10018,历练-雷鸣泽8
10019,历练-雷鸣泽9
10020,历练-雷鸣泽10
10021,历练-仙灵谷1
10022,历练-仙灵谷2
10023,历练-仙灵谷3
10024,历练-仙灵谷4
10025,历练-仙灵谷5
10026,历练-仙灵谷6
10027,历练-仙灵谷7
10028,历练-仙灵谷8
10029,历练-仙灵谷9
10030,历练-仙灵谷10
10031,历练-蚩尤墓1
10032,历练-蚩尤墓2
10033,历练-蚩尤墓3
10034,历练-蚩尤墓4
10035,历练-蚩尤墓5
10036,历练-蚩尤墓6
10037,历练-蚩尤墓7
10038,历练-蚩尤墓8
10039,历练-蚩尤墓9
10040,历练-蚩尤墓10
10041,历练-白骨洞1
10042,历练-白骨洞2
10043,历练-白骨洞3
10044,历练-白骨洞4
10045,历练-白骨洞5
10046,历练-白骨洞6
10047,历练-白骨洞7
10048,历练-白骨洞8
10049,历练-白骨洞9
10050,历练-白骨洞10
10051,历练-首阳山1
10052,历练-首阳山2
10053,历练-首阳山3
10054,历练-首阳山4
10055,历练-首阳山5
10056,历练-首阳山6
10057,历练-首阳山7
10058,历练-首阳山8
10059,历练-首阳山9
10060,历练-首阳山10
10061,历练-轩辕坟1
10062,历练-轩辕坟2
10063,历练-轩辕坟3
10064,历练-轩辕坟4
10065,历练-轩辕坟5
10066,历练-轩辕坟6
10067,历练-轩辕坟7
10068,历练-轩辕坟8
10069,历练-轩辕坟9
10070,历练-轩辕坟10
10071,历练-麒麟崖1
10072,历练-麒麟崖2
10073,历练-麒麟崖3
10074,历练-麒麟崖4
10075,历练-麒麟崖5
10076,历练-麒麟崖6
10077,历练-麒麟崖7
10078,历练-麒麟崖8
10079,历练-麒麟崖9
10080,历练-麒麟崖10
10081,历练-金鸡岭1
10082,历练-金鸡岭2
10083,历练-金鸡岭3
10084,历练-金鸡岭4
10085,历练-金鸡岭5
10086,历练-金鸡岭6
10087,历练-金鸡岭7
10088,历练-金鸡岭8
10089,历练-金鸡岭9
10090,历练-金鸡岭10
10091,历练-梅山1
10092,历练-梅山2
10093,历练-梅山3
10094,历练-梅山4
10095,历练-梅山5
10096,历练-梅山6
10097,历练-梅山7
10098,历练-梅山8
10099,历练-梅山9
10100,历练-梅山10
10101,历练-陈塘关1
