101,102,103,105,106,107,108,109,110,111,112,113,114,116,117,119,120,122,123,124
101,1000101,1100101,,12,1,1,10,,,,,,,,,,,,100
102,1000102,1100102,101,12,1,1,50,,,,,,,,,,,,100
103,1000103,1100103,102,12,1,1,100,,,,,,,,,,,,100
104,1000104,1100104,103,12,1,2,10,,,,,,,,,,,,100
105,1000105,1100105,104,12,1,2,50,,,,,,,,,,,,100
106,1000106,1100106,105,12,1,2,100,,,,,,,,,,,,100
107,1000107,1100107,106,12,1,3,10,,,,,,,,,,,,100
108,1000108,1100108,107,12,1,3,50,,,,,,,,,,,,100
109,1000109,1100109,108,12,1,3,100,,,,,,,,,,,,100
110,1000110,1100110,109,12,1,4,10,,,,,,,,,,,,100
111,1000111,1100111,110,12,1,4,50,,,,,,,,,,,,100
112,1000112,1100112,111,12,1,4,100,,,,,,,,,,,,100
113,1000113,1100113,112,12,1,5,10,,,,,,,,,,,,100
114,1000114,1100114,113,12,1,5,50,,,,,,,,,,,,100
115,1000115,1100115,114,12,1,5,100,,,,,,,,,,,,100
201,1000201,1100201,,9,2,100000,,,,,,,,,,,,,100
202,1000202,1100202,201,9,2,500000,,,,,,,,,,,,,100
203,1000203,1100203,202,9,2,1000000,,,,,,,,,,,,,100
204,1000204,1100204,203,9,2,5000000,,,,,,,,,,,,,100
205,1000205,1100205,204,9,2,10000000,,,,,,,,,,,,,100
206,1000206,1100206,205,9,2,50000000,,,,,,,,,,,,,100
207,1000207,1100207,206,9,2,100000000,,,,,,,,,,,,,100
208,1000208,1100208,207,9,2,1000000000,,,,,,,,,,,,,100
301,1000301,1100301,,11,3,1000,,,,,,,,,,,,,100
302,1000302,1100302,301,11,3,5000,,,,,,,,,,,,,100
303,1000303,1100303,302,11,3,10000,,,,,,,,,,,,,100
304,1000304,1100304,303,11,3,50000,,,,,,,,,,,,,100
305,1000305,1100305,304,11,3,100000,,,,,,,,,,,,,100
306,1000306,1100306,305,11,3,500000,,,,,,,,,,,,,100
307,1000307,1100307,306,11,3,1000000,,,,,,,,,,,,,100
308,1000308,1100308,307,11,3,5000000,,,,,,,,,,,,,100
309,1000309,1100309,308,11,3,10000000,,,,,,,,,,,,,100
401,1000401,1100401,,10,4,5,,,,,,,,,,,,,100
402,1000402,1100402,401,10,4,1000,,,,,,,,,,,,,100
403,1000403,1100403,402,10,4,10000,,,,,,,,,,,,,100
404,1000404,1100404,403,10,4,50000,,,,,,,,,,,,,100
405,1000405,1100405,404,10,4,100000,,,,,,,,,,,,,100
406,1000406,1100406,405,10,4,500000,,,,,,,,,,,,,100
407,1000407,1100407,406,10,4,1000000,,,,,,,,,,,,,100
408,1000408,1100408,407,10,4,5000000,,,,,,,,,,,,,100
409,1000409,1100409,408,10,4,10000000,,,,,,,,,,,,,100
501,1000501,1100501,,16,5,101,,,,,,,,,,,,,100
502,1000502,1100502,,16,5,102,,,,,,,,,,,,,100
503,1000503,1100503,,16,5,103,,,,,,,,,,,,,100
504,1000504,1100504,,16,5,104,,,,,,,,,,,,,100
505,1000505,1100505,,16,5,105,,,,,,,,,,,,,100
601,1000601,1100601,,16,5,201,,,,,,,,,,,,,100
602,1000602,1100602,,16,5,202,,,,,,,,,,,,,100
603,1000603,1100603,,16,5,203,,,,,,,,,,,,,100
604,1000604,1100604,,16,5,204,,,,,,,,,,,,,100
605,1000605,1100605,,16,5,205,,,,,,,,,,,,,100
701,1000701,1100701,,16,5,301,,,,,,,,,,,,,100
702,1000702,1100702,,16,5,302,,,,,,,,,,,,,100
703,1000703,1100703,,16,5,303,,,,,,,,,,,,,100
704,1000704,1100704,,16,5,304,,,,,,,,,,,,,100
705,1000705,1100705,,16,5,305,,,,,,,,,,,,,100
706,1000706,1100706,,16,5,306,,,,,,,,,,,,,100
901,1000901,1100901,,7,6,10,,,,,,,,,,,,,100
902,1000902,1100902,901,7,6,50,,,,,,,,,,,,,100
903,1000903,1100903,902,7,6,100,,,,,,,,,,,,,100
904,1000904,1100904,903,7,6,150,,,,,,,,,,,,,100
905,1000905,1100905,904,7,6,200,,,,,,,,,,,,,100
906,1000906,1100906,,8,7,1,10,,,,,,,,,,,,100
907,1000907,1100907,906,8,7,1,20,,,,,,,,,,,,100
908,1000908,1100908,907,8,7,2,10,,,,,,,,,,,,100
909,1000909,1100909,908,8,7,2,30,,,,,,,,,,,,100
910,1000910,1100910,909,8,7,3,10,,,,,,,,,,,,100
911,1000911,1100911,910,8,7,3,40,,,,,,,,,,,,100
912,1000912,1100912,911,8,7,4,10,,,,,,,,,,,,100
913,1000913,1100913,912,8,7,4,50,,,,,,,,,,,,100
914,1000914,1100914,913,8,7,4,100,,,,,,,,,,,,100
915,1000915,1100915,914,8,7,5,10,,,,,,,,,,,,100
916,1000916,1100916,915,8,7,5,50,,,,,,,,,,,,100
917,1000917,1100917,916,8,7,5,100,,,,,,,,,,,,100
1001,1001001,1101001,,5,9,10,,,,,,,,,,,,,100
1002,1001002,1101002,1001,5,9,20,,,,,,,,,,,,,100
1003,1001003,1101003,1002,5,9,30,,,,,,,,,,,,,100
1004,1001004,1101004,1003,5,9,40,,,,,,,,,,,,,100
1005,1001005,1101005,1004,5,9,50,,,,,,,,,,,,,100
1006,1001006,1101006,1005,5,9,60,,,,,,,,,,,,,100
1007,1001007,1101007,1006,5,9,70,,,,,,,,,,,,,100
1008,1001008,1101008,1007,5,9,80,,,,,,,,,,,,,100
1009,1001009,1101009,1008,5,9,90,,,,,,,,,,,,,100
1010,1001010,1101010,1009,5,9,100,,,,,,,,,,,,,100
1101,1001101,1101101,,6,10,10,,,,,,,,,,,,,100
1102,1001102,1101102,1101,6,10,20,,,,,,,,,,,,,100
1103,1001103,1101103,1102,6,10,30,,,,,,,,,,,,,100
1104,1001104,1101104,1103,6,10,40,,,,,,,,,,,,,100
1105,1001105,1101105,1104,6,10,50,,,,,,,,,,,,,100
1106,1001106,1101106,1105,6,10,60,,,,,,,,,,,,,100
1107,1001107,1101107,1106,6,10,70,,,,,,,,,,,,,100
1108,1001108,1101108,1107,6,10,80,,,,,,,,,,,,,100
1109,1001109,1101109,1108,6,10,90,,,,,,,,,,,,,100
1110,1001110,1101110,1109,6,10,100,,,,,,,,,,,,,100
1201,1001201,1101201,,13,11,50,,,,,,,,,,,,,100
1202,1001202,1101202,1201,13,11,80,,,,,,,,,,,,,100
1203,1001203,1101203,1202,13,11,120,,,,,,,,,,,,,100
1204,1001204,1101204,1203,13,11,160,,,,,,,,,,,,,100
1205,1001205,1101205,1204,13,11,200,,,,,,,,,,,,,100
1301,1001301,1101301,,1,12,15,,,,,,,,,,,,,100
1302,1001302,1101302,1301,1,12,25,,,,,,,,,,,,,100
1303,1001303,1101303,1302,1,12,35,,,,,,,,,,,,,100
1304,1001304,1101304,1303,1,12,45,,,,,,,,,,,,,100
1305,1001305,1101305,1304,1,12,55,,,,,,,,,,,,,100
1306,1001306,1101306,1305,1,12,60,,,,,,,,,,,,,100
1307,1001307,1101307,1306,1,12,65,,,,,,,,,,,,,100
1308,1001308,1101308,1307,1,12,70,,,,,,,,,,,,,100
1309,1001309,1101309,1308,1,12,75,,,,,,,,,,,,,100
1310,1001310,1101310,1309,1,12,80,,,,,,,,,,,,,100
1311,1001311,1101311,1310,1,12,85,,,,,,,,,,,,,100
1312,1001312,1101312,1311,1,12,90,,,,,,,,,,,,,100
1313,1001313,1101313,1312,1,12,100,,,,,,,,,,,,,100
1401,1001401,1101401,,2,13,3,,,,,,,,,,,,,100
1402,1001402,1101402,1401,2,13,4,,,,,,,,,,,,,100
1403,1001403,1101403,1402,2,13,5,,,,,,,,,,,,,100
1404,1001404,1101404,1403,2,13,6,,,,,,,,,,,,,100
1405,1001405,1101405,1404,2,13,7,,,,,,,,,,,,,100
1406,1001406,1101406,1405,2,13,10,,,,,,,,,,,,,100
1407,1001407,1101407,1406,2,13,20,,,,,,,,,,,,,100
1408,1001408,1101408,1407,2,13,30,,,,,,,,,,,,,100
1409,1001409,1101409,1408,2,13,40,,,,,,,,,,,,,100
1410,1001410,1101410,1409,2,13,50,,,,,,,,,,,,,100
1411,1001411,1101411,1410,2,13,60,,,,,,,,,,,,,100
1412,1001412,1101412,1411,2,13,70,,,,,,,,,,,,,100
1413,1001413,1101413,1412,2,13,80,,,,,,,,,,,,,100
1414,1001414,1101414,1413,2,13,90,,,,,,,,,,,,,100
1415,1001415,1101415,1414,2,13,100,,,,,,,,,,,,,100
1501,1001501,1101501,,14,14,10,,,,,,,,,,,,,100
1502,1001502,1101502,1501,14,14,20,,,,,,,,,,,,,100
1503,1001503,1101503,1502,14,14,30,,,,,,,,,,,,,100
1504,1001504,1101504,1503,14,14,40,,,,,,,,,,,,,100
1505,1001505,1101505,1504,14,14,50,,,,,,,,,,,,,100
1506,1001506,1101506,1505,14,14,60,,,,,,,,,,,,,100
1507,1001507,1101507,1506,14,14,70,,,,,,,,,,,,,100
1508,1001508,1101508,1507,14,14,80,,,,,,,,,,,,,100
1509,1001509,1101509,1508,14,14,90,,,,,,,,,,,,,100
1510,1001510,1101510,1509,14,14,100,,,,,,,,,,,,,100
1601,1001601,1101601,,3,15,10101,10,,,,,,,,,,,,100
1602,1001602,1101602,1601,3,15,10102,10,,,,,,,,,,,,100
1603,1001603,1101603,1602,3,15,10103,10,,,,,,,,,,,,100
1604,1001604,1101604,1603,3,15,10104,10,,,,,,,,,,,,100
1605,1001605,1101605,1604,3,15,10105,10,,,,,,,,,,,,100
1606,1001606,1101606,1605,3,15,10106,10,,,,,,,,,,,,100
1607,1001607,1101607,1606,3,15,10107,10,,,,,,,,,,,,100
1608,1001608,1101608,1607,3,15,10108,10,,,,,,,,,,,,100
1609,1001609,1101609,1608,3,15,10109,10,,,,,,,,,,,,100
1610,1001610,1101610,1609,3,15,10110,10,,,,,,,,,,,,100
1611,1001611,1101611,1610,3,15,10201,10,,,,,,,,,,,,100
1612,1001612,1101612,1611,3,15,10202,10,,,,,,,,,,,,100
1613,1001613,1101613,1612,3,15,10203,10,,,,,,,,,,,,100
1614,1001614,1101614,1613,3,15,10204,10,,,,,,,,,,,,100
1615,1001615,1101615,1614,3,15,10205,10,,,,,,,,,,,,100
1616,1001616,1101616,1615,3,15,10206,10,,,,,,,,,,,,100
1617,1001617,1101617,1616,3,15,10207,10,,,,,,,,,,,,100
1618,1001618,1101618,1617,3,15,10208,10,,,,,,,,,,,,100
1619,1001619,1101619,1618,3,15,10209,10,,,,,,,,,,,,100
1620,1001620,1101620,1619,3,15,10210,10,,,,,,,,,,,,100
1621,1001621,1101621,1620,3,15,10301,10,,,,,,,,,,,,100
1622,1001622,1101622,1621,3,15,10302,10,,,,,,,,,,,,100
1623,1001623,1101623,1622,3,15,10303,10,,,,,,,,,,,,100
1624,1001624,1101624,1623,3,15,10304,10,,,,,,,,,,,,100
1625,1001625,1101625,1624,3,15,10305,10,,,,,,,,,,,,100
1626,1001626,1101626,1625,3,15,10306,10,,,,,,,,,,,,100
1627,1001627,1101627,1626,3,15,10307,10,,,,,,,,,,,,100
1628,1001628,1101628,1627,3,15,10308,10,,,,,,,,,,,,100
1629,1001629,1101629,1628,3,15,10309,10,,,,,,,,,,,,100
1630,1001630,1101630,1629,3,15,10310,10,,,,,,,,,,,,100
2001,1002001,1102001,,4,16,1001,1002,1003,1004,1005,,,,,,,,,100
2002,1002002,1102002,2001,4,16,1011,1012,1013,1014,1015,,,,,,,,,100
2102,1002102,1102102,,15,8,303,304,305,,,,,,,,,,,100
2112,1002112,1102112,,15,8,205,104,105,,,,,,,,,,,100
