101,102,103,104,105,106,107,108,109,110
101,1,3104,1,1000,,1001,50,74001,3999
102,1,3105,1,900,,1001,50,74001,3999
103,1,3106,1,800,,1001,50,74001,3999
104,1,3107,1,500,,1001,50,74001,3999
105,1,3108,1,200,,1001,50,74001,3999
106,1,3109,3,800,,1001,50,74001,3999
107,1,3110,3,700,,1001,50,74001,3999
108,1,3111,3,600,,1001,50,74001,3999
109,1,3112,3,300,,1001,50,74001,3999
110,1,3113,3,100,,1001,50,74001,3999
111,1,3114,10,500,,1001,50,74001,3999
112,1,3115,10,400,,1001,50,74001,3999
113,1,3116,10,300,1,1001,50,74001,3999
114,1,3117,10,200,1,1001,50,74001,3999
115,1,3201,10,100,1,1001,50,74001,3999
201,2,3104,1,1000,,1001,100,74002,3999
202,2,3105,1,900,,1001,100,74002,3999
203,2,3106,1,800,,1001,100,74002,3999
204,2,3107,1,500,,1001,100,74002,3999
205,2,3108,1,200,,1001,100,74002,3999
206,2,3109,3,800,,1001,100,74002,3999
207,2,3110,3,700,,1001,100,74002,3999
208,2,3111,3,600,,1001,100,74002,3999
209,2,3112,3,300,,1001,100,74002,3999
210,2,3113,3,100,,1001,100,74002,3999
211,2,3114,10,500,,1001,100,74002,3999
212,2,3115,10,400,,1001,100,74002,3999
213,2,3116,10,300,1,1001,100,74002,3999
214,2,3117,10,200,1,1001,100,74002,3999
215,2,3201,10,100,1,1001,100,74002,3999
301,3,3104,1,1000,,1001,300,74003,3999
302,3,3105,1,900,,1001,300,74003,3999
303,3,3106,1,800,,1001,300,74003,3999
304,3,3107,1,500,,1001,300,74003,3999
305,3,3108,1,200,,1001,300,74003,3999
306,3,3109,3,800,,1001,300,74003,3999
307,3,3110,3,700,,1001,300,74003,3999
308,3,3111,3,600,,1001,300,74003,3999
309,3,3112,3,300,,1001,300,74003,3999
310,3,3113,3,100,,1001,300,74003,3999
311,3,3114,10,500,,1001,300,74003,3999
312,3,3115,10,400,,1001,300,74003,3999
313,3,3116,10,300,1,1001,300,74003,3999
314,3,3117,10,200,1,1001,300,74003,3999
315,3,3201,10,100,1,1001,300,74003,3999
