101,102,103,104,105,106,107,108,109,110,111,112,113,114,115,116,117,124,118,119,120,121,122,123,125,126,127
11101,111101,211101,1,1,0,0,1001,15001,11101,,,,,,240,10,100,10000,1001,10000,7001,5000,20001,10000,6,21001
11102,111102,211102,2,1,11101,1,1001,15002,11102,11102,,,,,280,20,200,10000,1002,5000,7002,5000,20001,10000,6,21002
11103,111103,211103,3,1,11102,1,1001,15003,11103,11103,11103,,,,320,30,300,10000,1003,5000,7003,5000,20001,10000,6,21003
11104,111104,211104,4,1,11103,1,1001,15004,11104,11104,11104,,,,360,40,400,10000,1004,5000,7004,5000,20001,5000,6,21001
11105,111105,211105,5,1,11104,5,1001,15005,11105,11105,11105,,,,400,50,500,10000,1005,5000,7005,5000,20001,5000,6,21002
11106,111106,211106,6,1,11105,5,1001,15006,11106,11106,11106,,,,440,60,600,10000,1006,5000,7006,5000,20001,5000,6,21003
11107,111107,211107,7,1,11106,5,1001,15007,11107,11107,11107,,,,480,70,700,10000,1007,5000,7007,5000,20001,5000,6,21001
11108,111108,211108,8,1,11107,5,1001,15008,11108,11108,11108,,,,520,80,800,10000,1008,5000,7008,5000,20001,5000,6,21002
11109,111109,211109,9,1,11108,5,1001,15009,11109,11109,11109,,,,560,90,900,10000,1009,5000,7009,5000,20001,5000,6,21003
11110,111110,211110,10,1,11109,5,1001,15010,11110,11110,11110,,,,600,100,1000,10000,1010,5000,7010,5000,20001,5000,6,21001
11201,111201,211201,11,1,11110,5,1002,15101,11201,11201,11201,11201,,,640,110,1100,10000,1011,5000,7011,5000,20002,5000,6,21002
11202,111202,211202,12,1,11201,5,1002,15102,11202,11202,11202,11202,,,680,120,1200,10000,1012,5000,7012,5000,20002,5000,6,21003
11203,111203,211203,13,1,11202,5,1002,15103,11203,11203,11203,11203,,,720,130,1300,10000,1013,5000,7013,5000,20002,5000,6,21001
11204,111204,211204,14,1,11203,5,1002,15104,11204,11204,11204,11204,,,760,140,1400,10000,1014,5000,7014,5000,20002,5000,6,21002
11205,111205,211205,15,1,11204,5,1002,15105,11205,11205,11205,11205,,,800,150,1500,10000,1015,5000,7015,5000,20002,5000,6,21003
11206,111206,211206,16,1,11205,5,1002,15106,11206,11206,11206,11206,,,840,160,1600,10000,1016,5000,7016,5000,20002,5000,6,21001
11207,111207,211207,17,1,11206,5,1002,15107,11207,11207,11207,11207,,,880,170,1700,10000,1017,5000,7017,5000,20002,5000,6,21002
11208,111208,211208,18,1,11207,5,1002,15108,11208,11208,11208,11208,,,920,180,1800,10000,1018,5000,7018,5000,20002,5000,6,21003
11209,111209,211209,19,1,11208,5,1002,15109,11209,11209,11209,11209,,,960,190,1900,10000,1019,5000,7019,5000,20002,5000,6,21001
11210,111210,211210,20,1,11209,5,1002,15110,11210,11210,11210,11210,,,1000,200,2000,10000,1020,5000,7020,5000,20002,5000,6,21002
11301,111301,211301,21,1,11210,5,1003,15201,11301,11301,11301,11301,,,1040,210,2100,10000,1021,5000,7021,5000,20003,5000,6,21003
11302,111302,211302,22,1,11301,5,1003,15202,11302,11302,11302,11302,,,1080,220,2200,10000,1022,5000,7022,5000,20003,5000,6,21001
11303,111303,211303,23,1,11302,5,1003,15203,11303,11303,11303,11303,,,1120,230,2300,10000,1023,5000,7023,5000,20003,5000,6,21002
11304,111304,211304,24,1,11303,5,1003,15204,11304,11304,11304,11304,,,1160,240,2400,10000,1024,5000,7024,5000,20003,5000,6,21003
11305,111305,211305,25,1,11304,5,1003,15205,11305,11305,11305,11305,,,1200,250,2500,10000,1025,5000,7025,5000,20003,5000,6,21001
11306,111306,211306,26,1,11305,5,1003,15206,11306,11306,11306,11306,,,1240,260,2600,10000,1026,5000,7026,5000,20003,5000,6,21002
11307,111307,211307,27,1,11306,5,1003,15207,11307,11307,11307,11307,,,1280,270,2700,10000,1027,5000,7027,5000,20003,5000,6,21003
11308,111308,211308,28,1,11307,5,1003,15208,11308,11308,11308,11308,,,1320,280,2800,10000,1028,5000,7028,5000,20003,5000,6,21001
11309,111309,211309,29,1,11308,5,1003,15209,11309,11309,11309,11309,,,1360,290,2900,10000,1029,5000,7029,5000,20003,5000,6,21002
11310,111310,211310,30,1,11309,5,1003,15210,11310,11310,11310,11310,,,1400,300,3000,10000,1030,5000,7030,5000,20003,5000,6,21003
11401,111401,211401,31,1,11310,5,1004,15301,11401,11401,11401,11401,11401,,1440,310,3100,10000,1031,5000,7031,5000,20004,5000,6,21001
11402,111402,211402,32,1,11401,5,1004,15302,11402,11402,11402,11402,11402,,1480,320,3200,10000,1032,5000,7032,5000,20004,5000,6,21002
11403,111403,211403,33,1,11402,5,1004,15303,11403,11403,11403,11403,11403,,1520,330,3300,10000,1033,5000,7033,5000,20004,5000,6,21003
11404,111404,211404,34,1,11403,5,1004,15304,11404,11404,11404,11404,11404,,1560,340,3400,10000,1034,5000,7034,5000,20004,5000,6,21001
11405,111405,211405,35,1,11404,5,1004,15305,11405,11405,11405,11405,11405,,1600,350,3500,10000,1035,5000,7035,5000,20004,5000,6,21002
11406,111406,211406,36,1,11405,5,1004,15306,11406,11406,11406,11406,11406,,1640,360,3600,10000,1036,5000,7036,5000,20004,5000,6,21003
11407,111407,211407,37,1,11406,5,1004,15307,11407,11407,11407,11407,11407,,1680,370,3700,10000,1037,5000,7037,5000,20004,5000,6,21001
11408,111408,211408,38,1,11407,5,1004,15308,11408,11408,11408,11408,11408,,1720,380,3800,10000,1038,5000,7038,5000,20004,5000,6,21002
11409,111409,211409,39,1,11408,5,1004,15309,11409,11409,11409,11409,11409,,1760,390,3900,10000,1039,5000,7039,5000,20004,5000,6,21003
11410,111410,211410,40,1,11409,5,1004,15310,11410,11410,11410,11410,11410,,1800,400,4000,10000,1040,5000,7040,5000,20004,5000,6,21001
11501,111501,211501,41,1,11410,5,1005,15401,11501,11501,11501,11501,11501,,1840,410,4100,10000,1041,5000,7041,5000,20005,5000,6,21002
11502,111502,211502,42,1,11501,5,1005,15402,11502,11502,11502,11502,11502,,1880,420,4200,10000,1042,5000,7042,5000,20005,5000,6,21003
11503,111503,211503,43,1,11502,5,1005,15403,11503,11503,11503,11503,11503,,1920,430,4300,10000,1043,5000,7043,5000,20005,5000,6,21001
11504,111504,211504,44,1,11503,5,1005,15404,11504,11504,11504,11504,11504,,1960,440,4400,10000,1044,5000,7044,5000,20005,5000,6,21002
11505,111505,211505,45,1,11504,5,1005,15405,11505,11505,11505,11505,11505,,2000,450,4500,10000,1045,5000,7045,5000,20005,5000,6,21003
11506,111506,211506,46,1,11505,5,1005,15406,11506,11506,11506,11506,11506,,2040,460,4600,10000,1046,5000,7046,5000,20005,5000,6,21001
11507,111507,211507,47,1,11506,5,1005,15407,11507,11507,11507,11507,11507,,2080,470,4700,10000,1047,5000,7047,5000,20005,5000,6,21002
11508,111508,211508,48,1,11507,5,1005,15408,11508,11508,11508,11508,11508,,2120,480,4800,10000,1048,5000,7048,5000,20005,5000,6,21003
11509,111509,211509,49,1,11508,5,1005,15409,11509,11509,11509,11509,11509,,2160,490,4900,10000,1049,5000,7049,5000,20005,5000,6,21001
11510,111510,211510,50,1,11509,5,1005,15410,11510,11510,11510,11510,11510,,2200,500,5000,10000,1050,5000,7050,5000,20005,5000,6,21002
11601,111601,211601,51,1,11510,5,1006,15501,11601,11601,11601,11601,11601,,2240,510,5100,10000,1051,5000,7051,5000,20006,5000,6,21003
11602,111602,211602,52,1,11601,5,1006,15502,11602,11602,11602,11602,11602,,2280,520,5200,10000,1052,5000,7052,5000,20006,5000,6,21001
11603,111603,211603,53,1,11602,5,1006,15503,11603,11603,11603,11603,11603,,2320,530,5300,10000,1053,5000,7053,5000,20006,5000,6,21002
11604,111604,211604,54,1,11603,5,1006,15504,11604,11604,11604,11604,11604,,2480,540,5400,10000,1054,5000,7054,5000,20006,5000,6,21003
11605,111605,211605,55,1,11604,5,1006,15505,11605,11605,11605,11605,11605,,2600,550,5500,10000,1055,5000,7055,5000,20006,5000,6,21001
11606,111606,211606,56,1,11605,5,1006,15506,11606,11606,11606,11606,11606,,2800,560,5600,10000,1056,5000,7056,5000,20006,5000,6,21002
11607,111607,211607,57,1,11606,5,1006,15507,11607,11607,11607,11607,11607,,3000,570,5700,10000,1057,5000,7057,5000,20006,5000,6,21003
11608,111608,211608,58,1,11607,5,1006,15508,11608,11608,11608,11608,11608,,3200,580,5800,10000,1058,5000,7058,5000,20006,5000,6,21001
11609,111609,211609,59,1,11608,5,1006,15509,11609,11609,11609,11609,11609,,3400,590,5900,10000,1059,5000,7059,5000,20006,5000,6,21002
11610,111610,211610,60,1,11609,5,1006,15510,11610,11610,11610,11610,11610,,3600,600,6000,10000,1060,5000,7060,5000,20006,5000,6,21003
11701,111701,211701,61,1,11610,5,1007,15601,11701,11701,11701,11701,11701,,3800,610,6100,10000,1061,5000,7061,5000,20007,5000,6,21001
11702,111702,211702,62,1,11701,5,1007,15602,11702,11702,11702,11702,11702,,4000,620,6200,10000,1062,5000,7062,5000,20007,5000,6,21002
11703,111703,211703,63,1,11702,5,1007,15603,11703,11703,11703,11703,11703,,4200,630,6300,10000,1063,5000,7063,5000,20007,5000,6,21003
11704,111704,211704,64,1,11703,5,1007,15604,11704,11704,11704,11704,11704,,4400,640,6400,10000,1064,5000,7064,5000,20007,5000,6,21001
11705,111705,211705,65,1,11704,5,1007,15605,11705,11705,11705,11705,11705,,4600,650,6500,10000,1065,5000,7065,5000,20007,5000,6,21002
11706,111706,211706,66,1,11705,5,1007,15606,11706,11706,11706,11706,11706,,4800,660,6600,10000,1066,5000,7066,5000,20007,5000,6,21003
11707,111707,211707,67,1,11706,5,1007,15607,11707,11707,11707,11707,11707,,5000,670,6700,10000,1067,5000,7067,5000,20007,5000,6,21001
11708,111708,211708,68,1,11707,5,1007,15608,11708,11708,11708,11708,11708,,5200,680,6800,10000,1068,5000,7068,5000,20007,5000,6,21002
11709,111709,211709,69,1,11708,5,1007,15609,11709,11709,11709,11709,11709,,5400,690,6900,10000,1069,5000,7069,5000,20007,5000,6,21003
11710,111710,211710,70,1,11709,5,1007,15610,11710,11710,11710,11710,11710,,5600,700,7000,10000,1070,5000,7070,5000,20007,5000,6,21001
11801,111801,211801,71,1,11710,5,1008,15701,11801,11801,11801,11801,11801,11801,5800,710,7100,10000,1071,5000,7071,5000,20008,5000,6,21002
11802,111802,211802,72,1,11801,5,1008,15702,11802,11802,11802,11802,11802,11802,6000,720,7200,10000,1072,5000,7072,5000,20008,5000,6,21003
11803,111803,211803,73,1,11802,5,1008,15703,11803,11803,11803,11803,11803,11803,6200,730,7300,10000,1073,5000,7073,5000,20008,5000,6,21001
11804,111804,211804,74,1,11803,5,1008,15704,11804,11804,11804,11804,11804,11804,6400,740,7400,10000,1074,5000,7074,5000,20008,5000,6,21002
11805,111805,211805,75,1,11804,5,1008,15705,11805,11805,11805,11805,11805,11805,6600,750,7500,10000,1075,5000,7075,5000,20008,5000,6,21003
11806,111806,211806,76,1,11805,5,1008,15706,11806,11806,11806,11806,11806,11806,6800,760,7600,10000,1076,5000,7076,5000,20008,5000,6,21001
