101,102,103,104,201,202,203,204,205,206,207,208,301,302,303,304
10101,10101,1,10000,1,30103,1,1,4,30002,,,,,,
10102,10101,1,10000,1,30402,1,1,4,30002,,,,,,
10103,10101,1,10000,1,30403,1,1,4,30002,,,,,,
10104,10101,1,10000,1,31410,1,1,4,30002,,,,,,
10105,10101,1,10000,1,31610,2,1,4,30002,,,,,,
10201,10102,1,10000,1,30103,2,1,4,30002,,,,,,
10202,10102,1,10000,1,30402,2,1,4,30002,,,,,,
10203,10102,1,10000,1,30403,2,1,4,30002,,,,,,
10204,10102,1,10000,1,31410,,1,4,30002,,,,,,
10205,10102,1,10000,1,31610,,1,4,30002,,,,,,
10301,10103,1,10000,1,30103,,1,4,30002,,,,,,
10302,10103,1,10000,1,30402,,1,4,30002,,,,,,
10303,10103,1,10000,1,30403,,1,4,30002,,,,,,
10304,10103,1,10000,1,31410,,1,4,30002,,,,,,
10305,10103,1,10000,1,31610,,1,4,30002,,,,,,
10401,10104,1,10000,1,30103,,1,4,30002,,,,,,
10402,10104,1,10000,1,30402,,1,4,30002,,,,,,
10403,10104,1,10000,1,30403,,1,4,30002,,,,,,
10404,10104,1,10000,1,31410,,1,4,30002,,,,,,
10405,10104,1,10000,1,31610,,1,4,30002,,,,,,
10501,10105,1,10000,1,30103,,1,4,30002,,,,,,
10502,10105,1,10000,1,30402,,1,4,30002,,,,,,
10503,10105,1,10000,1,30403,,1,4,30002,,,,,,
10504,10105,1,10000,1,31410,,1,4,30002,,,,,,
10505,10105,1,10000,1,31610,,1,4,30002,,,,,,
10601,10106,1,10000,1,30103,,1,4,30002,,,,,,
10602,10106,1,10000,1,30402,,1,4,30002,,,,,,
10603,10106,1,10000,1,30403,,1,4,30002,,,,,,
10604,10106,1,10000,1,31410,,1,4,30002,,,,,,
10605,10106,1,10000,1,31610,,1,4,30002,,,,,,
10701,10107,1,10000,1,30103,,1,4,30002,,,,,,
10702,10107,1,10000,1,30402,,1,4,30002,,,,,,
10703,10107,1,10000,1,30403,,1,4,30002,,,,,,
10704,10107,1,10000,1,31410,,1,4,30002,,,,,,
10705,10107,1,10000,1,31610,,1,4,30002,,,,,,
10801,10108,1,10000,1,30103,,1,4,30002,,,,,,
10802,10108,1,10000,1,30402,,1,4,30002,,,,,,
10803,10108,1,10000,1,30403,,1,4,30002,,,,,,
10804,10108,1,10000,1,31410,,1,4,30002,,,,,,
10805,10108,1,10000,1,31610,,1,4,30002,,,,,,
10901,10109,1,10000,1,30103,,1,4,30002,,,,,,
10902,10109,1,10000,1,30402,,1,4,30002,,,,,,
10903,10109,1,10000,1,30403,,1,4,30002,,,,,,
10904,10109,1,10000,1,31410,,1,4,30002,,,,,,
10905,10109,1,10000,1,31610,,1,4,30002,,,,,,
11001,10110,1,10000,1,30103,,1,4,30002,,,,,,
11002,10110,1,10000,1,30402,,1,4,30002,,,,,,
11003,10110,1,10000,1,30403,,1,4,30002,,,,,,
11004,10110,1,10000,1,31410,,1,4,30002,,,,,,
11005,10110,1,10000,1,31610,,1,4,30002,,,,,,
11101,10111,1,10000,1,30103,,1,4,30002,,,,,,
11102,10111,1,10000,1,30402,,1,4,30002,,,,,,
11103,10111,1,10000,1,30403,,1,4,30002,,,,,,
11104,10111,1,10000,1,31410,,1,4,30002,,,,,,
11105,10111,1,10000,1,31610,,1,4,30002,,,,,,
11201,10112,1,10000,1,30103,,1,4,30002,,,,,,
11202,10112,1,10000,1,30402,,1,4,30002,,,,,,
11203,10112,1,10000,1,30403,,1,4,30002,,,,,,
11204,10112,1,10000,1,31410,,1,4,30002,,,,,,
11205,10112,1,10000,1,31610,,1,4,30002,,,,,,
11301,10113,1,10000,1,30103,,1,4,30002,,,,,,
11302,10113,1,10000,1,30402,,1,4,30002,,,,,,
11303,10113,1,10000,1,30403,,1,4,30002,,,,,,
11304,10113,1,10000,1,31410,,1,4,30002,,,,,,
11305,10113,1,10000,1,31610,,1,4,30002,,,,,,
11401,10114,1,10000,1,30103,,1,4,30002,,,,,,
11402,10114,1,10000,1,30402,,1,4,30002,,,,,,
11403,10114,1,10000,1,30403,,1,4,30002,,,,,,
11404,10114,1,10000,1,31410,,1,4,30002,,,,,,
11405,10114,1,10000,1,31610,,1,4,30002,,,,,,
11501,10115,1,10000,1,30103,,1,4,30002,,,,,,
11502,10115,1,10000,1,30402,,1,4,30002,,,,,,
11503,10115,1,10000,1,30403,,1,4,30002,,,,,,
11504,10115,1,10000,1,31410,,1,4,30002,,,,,,
11505,10115,1,10000,1,31610,,1,4,30002,,,,,,
11601,10116,1,10000,1,30103,,1,4,30002,,,,,,
11602,10116,1,10000,1,30402,,1,4,30002,,,,,,
11603,10116,1,10000,1,30403,,1,4,30002,,,,,,
11604,10116,1,10000,1,31410,,1,4,30002,,,,,,
11605,10116,1,10000,1,31610,,1,4,30002,,,,,,
11701,10117,1,10000,1,30103,,1,4,30002,,,,,,
11702,10117,1,10000,1,30402,,1,4,30002,,,,,,
11703,10117,1,10000,1,30403,,1,4,30002,,,,,,
11704,10117,1,10000,1,31410,,1,4,30002,,,,,,
11705,10117,1,10000,1,31610,,1,4,30002,,,,,,
11801,10118,1,10000,1,30103,,1,4,30002,,,,,,
11802,10118,1,10000,1,30402,,1,4,30002,,,,,,
11803,10118,1,10000,1,30403,,1,4,30002,,,,,,
11804,10118,1,10000,1,31410,,1,4,30002,,,,,,
11805,10118,1,10000,1,31610,,1,4,30002,,,,,,
11901,10119,1,10000,1,30103,,1,4,30002,,,,,,
11902,10119,1,10000,1,30402,,1,4,30002,,,,,,
11903,10119,1,10000,1,30403,,1,4,30002,,,,,,
11904,10119,1,10000,1,31410,,1,4,30002,,,,,,
11905,10119,1,10000,1,31610,,1,4,30002,,,,,,
12001,10120,1,10000,1,30103,,1,4,30002,,,,,,
12002,10120,1,10000,1,30402,,1,4,30002,,,,,,
12003,10120,1,10000,1,30403,,1,4,30002,,,,,,
12004,10120,1,10000,1,31410,,1,4,30002,,,,,,
