101,102,110,103,104,105,106,107,108,109
101,1,10,1,30101,20,50000,200,,
102,1,10,2,30101,40,100000,200,,
103,1,10,3,30102,20,150000,200,,
104,1,10,4,30102,40,200000,500,108,500
105,1,20,5,30103,20,250000,300,,
106,1,20,6,30103,40,300000,300,,
107,1,20,7,30103,60,350000,300,,
108,1,20,8,30103,80,400000,500,114,10
109,1,30,9,30104,20,450000,400,,
110,1,30,10,30104,40,500000,400,,
111,1,30,11,30104,60,550000,400,,
112,1,30,12,30104,80,600000,500,202,2
113,1,40,13,30105,20,650000,500,,
114,1,40,14,30105,40,700000,600,202,5
115,1,50,15,30105,60,750000,500,,
116,1,50,16,30105,80,800000,860,301,20
201,2,10,1,30101,20,50000,200,,
202,2,10,2,30101,40,100000,200,,
203,2,10,3,30102,20,150000,200,,
204,2,10,4,30102,40,200000,500,106,200
205,2,20,5,30103,20,250000,300,,
206,2,20,6,30103,40,300000,300,,
207,2,20,7,30103,60,350000,300,,
208,2,20,8,30103,80,400000,500,112,5
209,2,30,9,30104,20,450000,400,,
210,2,30,10,30104,40,500000,400,,
211,2,30,11,30104,60,550000,400,,
212,2,30,12,30104,80,600000,500,208,5
213,2,40,13,30105,20,650000,500,,
214,2,40,14,30105,40,700000,600,112,5
215,2,50,15,30105,60,750000,500,,
216,2,50,16,30105,80,800000,860,211,5
301,3,10,1,30101,20,50000,200,,
302,3,10,2,30101,40,100000,200,,
303,3,10,3,30102,20,150000,200,,
304,3,10,4,30102,40,200000,500,110,100
305,3,20,5,30103,20,250000,300,,
306,3,20,6,30103,40,300000,300,,
307,3,20,7,30103,60,350000,300,,
308,3,20,8,30103,80,400000,500,116,5
309,3,30,9,30104,20,450000,400,,
310,3,30,10,30104,40,500000,400,,
311,3,30,11,30104,60,550000,400,,
312,3,30,12,30104,80,600000,500,307,100
313,3,40,13,30105,20,650000,500,,
314,3,40,14,30105,40,700000,600,209,5
315,3,50,15,30105,60,750000,500,,
316,3,50,16,30105,80,800000,860,308,10
401,4,10,1,30101,20,50000,200,,
402,4,10,2,30101,40,100000,200,,
403,4,10,3,30102,20,150000,200,,
404,4,10,4,30102,40,200000,500,111,100
405,4,20,5,30103,20,250000,300,,
406,4,20,6,30103,40,300000,300,,
407,4,20,7,30103,60,350000,300,,
408,4,20,8,30103,80,400000,500,117,5
409,4,30,9,30104,20,450000,400,,
410,4,30,10,30104,40,500000,400,,
411,4,30,11,30104,60,550000,400,,
412,4,30,12,30104,80,600000,500,309,100
413,4,40,13,30105,20,650000,500,,
414,4,40,14,30105,40,700000,600,206,5
415,4,50,15,30105,60,750000,500,,
416,4,50,16,30105,80,800000,860,310,200
501,5,10,1,30101,20,50000,200,,
502,5,10,2,30101,40,100000,200,,
503,5,10,3,30102,20,150000,200,,
504,5,10,4,30102,40,200000,500,109,500
505,5,20,5,30103,20,250000,300,,
506,5,20,6,30103,40,300000,300,,
507,5,20,7,30103,60,350000,300,,
508,5,20,8,30103,80,400000,500,115,10
509,5,30,9,30104,20,450000,400,,
510,5,30,10,30104,40,500000,400,,
511,5,30,11,30104,60,550000,400,,
512,5,30,12,30104,80,600000,500,204,10
513,5,40,13,30105,20,650000,500,,
514,5,40,14,30105,40,700000,600,204,10
515,5,50,15,30105,60,750000,500,,
516,5,50,16,30105,80,800000,860,304,200
601,6,10,1,30101,20,50000,200,,
602,6,10,2,30101,40,100000,200,,
603,6,10,3,30102,20,150000,200,,
604,6,10,4,30102,40,200000,500,119,500
605,6,20,5,30103,20,250000,300,,
606,6,20,6,30103,40,300000,300,,
607,6,20,7,30103,60,350000,300,,
608,6,20,8,30103,80,400000,500,120,10
609,6,30,9,30104,20,450000,400,,
610,6,30,10,30104,40,500000,400,,
611,6,30,11,30104,60,550000,400,,
612,6,30,12,30104,80,600000,500,120,500
613,6,40,13,30105,20,650000,500,,
614,6,40,14,30105,40,700000,600,120,5
615,6,50,15,30105,60,750000,500,,
616,6,50,16,30105,80,800000,860,120,200
