101,102,103,104,201,202,203,204,205,206,207,208,301,302,303,304
10101,1001,1,2000,3,1001,1,1,,,,,1,10,5,5
10102,1001,2,2000,3,1002,1,1,,,,,0,,,
10103,1001,3,2000,3,1003,1,1,,,,,0,,,
10104,1001,4,2000,3,1004,1,1,,,,,0,,,
10105,1002,1,2000,3,1011,2,1,,,,,,,,
10106,1002,2,2000,3,1012,2,1,,,,,,,,
10107,1002,3,2000,3,1013,2,1,,,,,,,,
10108,1002,4,2000,3,1014,2,1,,,,,,,,
10109,1003,1,2000,,,,,,,,,,,,
10110,1003,2,2000,,,,,,,,,,,,
10111,1003,3,2000,,,,,,,,,,,,
10112,1003,4,2000,,,,,,,,,,,,
10113,1004,1,2000,,,,,,,,,,,,
10114,1004,2,2000,,,,,,,,,,,,
10115,1004,3,2000,,,,,,,,,,,,
10116,1004,4,2000,,,,,,,,,,,,
10117,1005,1,2000,,,,,,,,,,,,
10118,1005,2,2000,,,,,,,,,,,,
10119,1005,3,2000,,,,,,,,,,,,
10120,1005,4,2000,,,,,,,,,,,,
10121,1006,1,2000,,,,,,,,,,,,
10122,1006,2,2000,,,,,,,,,,,,
10123,1006,3,2000,,,,,,,,,,,,
10124,1006,4,2000,,,,,,,,,,,,
10125,1007,1,2000,,,,,,,,,,,,
10126,1007,2,2000,,,,,,,,,,,,
10127,1007,3,2000,,,,,,,,,,,,
10128,1007,4,2000,,,,,,,,,,,,
10129,1008,1,2000,,,,,,,,,,,,
10130,1008,2,2000,,,,,,,,,,,,
10131,1008,3,2000,,,,,,,,,,,,
10132,1008,4,2000,,,,,,,,,,,,
10133,1009,1,2000,,,,,,,,,,,,
10134,1009,2,2000,,,,,,,,,,,,
10135,1009,3,2000,,,,,,,,,,,,
10136,1009,4,2000,,,,,,,,,,,,
10137,1010,1,2000,,,,,,,,,,,,
10138,1010,2,2000,,,,,,,,,,,,
10139,1010,3,2000,,,,,,,,,,,,
10140,1010,4,2000,,,,,,,,,,,,
10201,1011,1,2000,,,,,,,,,,,,
10202,1011,2,2000,,,,,,,,,,,,
10203,1011,3,2000,,,,,,,,,,,,
10204,1011,4,2000,,,,,,,,,,,,
10205,1012,1,2000,,,,,,,,,,,,
10206,1012,2,2000,,,,,,,,,,,,
10207,1012,3,2000,,,,,,,,,,,,
10208,1012,4,2000,,,,,,,,,,,,
10209,1013,1,2000,,,,,,,,,,,,
10210,1013,2,2000,,,,,,,,,,,,
10211,1013,3,2000,,,,,,,,,,,,
10212,1013,4,2000,,,,,,,,,,,,
10213,1014,1,2000,,,,,,,,,,,,
10214,1014,2,2000,,,,,,,,,,,,
10215,1014,3,2000,,,,,,,,,,,,
10216,1014,4,2000,,,,,,,,,,,,
10217,1015,1,2000,,,,,,,,,,,,
10218,1015,2,2000,,,,,,,,,,,,
10219,1015,3,2000,,,,,,,,,,,,
10220,1015,4,2000,,,,,,,,,,,,
10221,1016,1,2000,,,,,,,,,,,,
10222,1016,2,2000,,,,,,,,,,,,
10223,1016,3,2000,,,,,,,,,,,,
10224,1016,4,2000,,,,,,,,,,,,
10225,1017,1,2000,,,,,,,,,,,,
10226,1017,2,2000,,,,,,,,,,,,
10227,1017,3,2000,,,,,,,,,,,,
10228,1017,4,2000,,,,,,,,,,,,
10229,1018,1,2000,,,,,,,,,,,,
10230,1018,2,2000,,,,,,,,,,,,
10231,1018,3,2000,,,,,,,,,,,,
10232,1018,4,2000,,,,,,,,,,,,
10233,1019,1,2000,,,,,,,,,,,,
10234,1019,2,2000,,,,,,,,,,,,
10235,1019,3,2000,,,,,,,,,,,,
10236,1019,4,2000,,,,,,,,,,,,
10237,1020,1,2000,,,,,,,,,,,,
10238,1020,2,2000,,,,,,,,,,,,
10239,1020,3,2000,,,,,,,,,,,,
10240,1020,4,2000,,,,,,,,,,,,
10301,1021,1,2000,,,,,,,,,,,,
10302,1021,2,2000,,,,,,,,,,,,
10303,1021,3,2000,,,,,,,,,,,,
10304,1021,4,2000,,,,,,,,,,,,
10305,1022,1,2000,,,,,,,,,,,,
10306,1022,2,2000,,,,,,,,,,,,
10307,1022,3,2000,,,,,,,,,,,,
10308,1022,4,2000,,,,,,,,,,,,
10309,1023,1,2000,,,,,,,,,,,,
10310,1023,2,2000,,,,,,,,,,,,
10311,1023,3,2000,,,,,,,,,,,,
10312,1023,4,2000,,,,,,,,,,,,
10313,1024,1,2000,,,,,,,,,,,,
10314,1024,2,2000,,,,,,,,,,,,
10315,1024,3,2000,,,,,,,,,,,,
10316,1024,4,2000,,,,,,,,,,,,
10317,1025,1,2000,,,,,,,,,,,,
10318,1025,2,2000,,,,,,,,,,,,
10319,1025,3,2000,,,,,,,,,,,,
10320,1025,4,2000,,,,,,,,,,,,
10321,1026,1,2000,,,,,,,,,,,,
10322,1026,2,2000,,,,,,,,,,,,
10323,1026,3,2000,,,,,,,,,,,,
10324,1026,4,2000,,,,,,,,,,,,
10325,1027,1,2000,,,,,,,,,,,,
10326,1027,2,2000,,,,,,,,,,,,
10327,1027,3,2000,,,,,,,,,,,,
10328,1027,4,2000,,,,,,,,,,,,
10329,1028,1,2000,,,,,,,,,,,,
